content,Positive,Neutral,Negative,Sentiment
特效、搞笑段子、场景，,0.58073235,,0.41926765,positive
恶搞多了但是设定想象力和梗依旧在--喜欢这系列的美术设计-柴油朋克-建筑场景很有特色，,0.71246331,,0.28753669,positive
可场景美术的钢铁质感远远不如第一部来的那么酣畅淋漓。,0.61555229,,0.38444771,positive
最后的晚餐场景里竟然没有太祖，,0.33465399,,0.66534601,negative
有些场景连基础的物理打光都不对（但还是可以给FlorencePugh额外加分的）,0.53882868,,0.46117132,positive
这部的场景从废土到太空到blingbling童话风简直大开眼界，,0.36841696,,0.63158304,negative
结合乐高玩具在实际生活场景中的出场，,0.58350712,,0.41649288,positive
在加上乐高玩具搭建场景的恢弘和特殊性，,0.57284991,,0.42715009,positive
并且纷繁的建筑物与各种场景，,0.58830967,,0.41169033,positive
部分大场景，,0.57148281,,0.42851719,positive
场景换来换去，,0.45717812,,0.54282188,negative
战争场景很真实宏大，,0.72227413,,0.27772587,positive
非常复杂的场景调度做得很到位，,0.65067349,,0.34932651,positive
当他双手扔手榴弹的场景被慢放，,0.2949386,,0.7050614,negative
最喜欢的两个场景1.七连第一次遇到美军在石头上静静趴着2.雷公带领炮连小分队在山坡伏击美军增援部队回头看看是哪一位导演出手。,0.62066805,,0.37933195,positive
无论是场景还是演技都没得说，,0.52480817,,0.47519183,positive
经典场景的复刻也降低了不止一个档次。,0.50074723,,0.49925277,positive
有一个场景就是女主回看监控录像时候看到身后跟出来一只鬼但是给保安在看监控的时候就没有了那段录像那一段真的太老套了，,0.49559942,,0.50440058,negative
那些耸动的场景千篇一律，,0.49778703,,0.50221297,negative
换个场景但套路没变，,0.49962496,,0.50037504,negative
画面还停留在上一个场景中延续，,0.42718713,,0.57281287,negative
下一个场景的声音就跃入画面，,0.47602729,,0.52397271,negative
很多个场景似乎都梦到过；另外电影对于时间流逝已经人生短暂的探讨让我马上想到了JoannaNewsom的Divers，,0.51825167,,0.48174833,positive
而全程像穿着婚纱的仙女艾莎搭配上最梦幻的场景，,0.58246474,,0.41753526,positive
完全没有第一部“letitgo”那段场景震撼绚丽（黑暗风不是画面完全没有细节），,0.44340901,,0.55659099,negative
就觉得唱歌场景太多了，,0.62749084,,0.37250916,positive
场景宏大了点，,0.72982616,,0.27017384,positive
只是从故事到这次的原创歌曲到一些场景/环境的设计，,0.6141156,,0.3858844,positive
毫无疑问是迄今为止人类动画史上最惊人的场景。,0.47911888,,0.52088112,negative
意境也有了——特别是三头龙基多拉站在火山上的场景，,0.57678852,,0.42321148,positive
凭什么炸人家祖宅🙄*粉头终于和欧巴见面的场景感到我了,0.33899826,,0.66100174,negative
另外打斗场景比较单一，,0.66097241,,0.33902759,positive
特别是角色登场设计和打斗场景构建，,0.60071323,,0.39928677,positive
几个长一点的对话场景都是靠金凯瑞撑起来的总的来说不功不过吧,0.68996697,,0.31003303,positive
好多场景会联想到X战警里的快银，,0.56689905,,0.43310095,positive
动画不行就全靠炫酷场景撑场面、一言不合就升格眼睛大特写、阴谋论的故事最后草草收尾不了了之、人物形象完全没塑造明白、开头几分钟历史片段做的不如很多动画专业的毕设。,0.38350985,,0.61649015,negative
场景每一帧都可当壁纸，,0.63544932,,0.36455068,positive
玩了很多真实场景所不能呈现的唯美和极致。,0.72659148,,0.27340852,positive
比如天梯那个大仰角的场景设计，,0.60729593,,0.39270407,positive
多处场景值得称道。,0.58456702,,0.41543298,positive
场景配乐假大空，,0.53206088,,0.46793912,positive
所有场景没有任何细节可言，,0.50571757,,0.49428243,positive
1.画面得分两层看：一层是场景设计非常牛逼，,0.48704349,,0.51295651,negative
另一层是每个场景内的镜头设计缺少动人的细节。,0.56510102,,0.43489898,positive
一开始斩狐妖的场景真的有惊艳到我，,0.49687709,,0.50312291,negative
途径无数场景这样的冒险类故事，,0.49493939,,0.50506061,negative
虽然有些地方比较瑕疵但是完全可以被后半段有几处屠杀场景导致肾上腺素飙升的爽感给抵消掉。,0.50634874,,0.49365126,positive
当然最明显的还是与铅黄电影的对话关系（打光、用色、凶器、构图...几处查看窗户场景让人想到[阴风阵阵]）。,0.50423099,,0.49576901,positive
大场景会用到俯拍来递进且增加了不少让人先入为主的偷窥视角镜头。,0.55903646,,0.44096354,positive
特效场景多了，,0.60948543,,0.39051457,positive
场景美术不还是原汁原味？,0.62750456,,0.37249544,positive
最后半小时的血腥杀戮场景非常提神醒脑，,0.43325713,,0.56674287,negative
另外反转人打斗场景不知道为什么竟然显得荒诞可笑，,0.30730832,,0.69269168,negative
调度和场景精彩得令人惊呼。,0.72266588,,0.27733412,positive
而这意味着必然疏离库布里克（即使场景道具细节尽量还原致敬）而更接近标准范式的好莱坞类型大片，,0.64945417,,0.35054583,positive
喜欢里面再现闪灵的场景同时，,0.72719467,,0.27280533,positive
以及复刻经典场景来致敬，,0.66908475,,0.33091525,positive
场景虽然足够熟悉，,0.68511,,0.31489,positive
一颗给尽力致敬了闪灵的场景和人设,0.65981073,,0.34018927,positive
不过能复原第一部的好多场景真是不错。,0.72914776,,0.27085224,positive
最后一部分是复刻《闪灵》的库布里克场景，,0.51782751,,0.48217249,positive
只像是为了复现闪灵经典场景而刻意为之，,0.52433754,,0.47566246,positive
场景过度生硬，,0.28069675,,0.71930325,negative
动作场景也真心拉胯，,0.69162451,,0.30837549,positive
本片尤其明显的是一个场景常剪在人物一句话说到半截再由下个场景中的人物完成这个句子，,0.49952971,,0.50047029,negative
本片中只有类似警民冲突这种不以可辨识对话为核心的短暂场景中作为不易察觉的低音和声存在（《社交网络》就不会这样）。,0.47813071,,0.52186929,negative
什么台词啊场景啊人物啊电影都讲了啥啊，,0.4739727,,0.5260273,negative
在被告阵营又营造出TomHayden与AbbieHoffman之间的理念之争与惺惺相惜；还非常喜欢索金在单个场景塑造的舞台感，,0.66680101,,0.33319899,positive
让角色重回当年的场景，,0.51212128,,0.48787872,positive
平衡特写交代与恢弘场景，,0.5193227,,0.4806773,positive
穿越往昔场景是对漫威电影十一年历程的一次大回顾，,0.52188714,,0.47811286,positive
昔日经典场景刮目重现！,0.69562625,,0.30437375,positive
最后大家互相传递手套的场景，,0.54770476,,0.45229524,positive
至少场景还原很到位，,0.71148884,,0.28851116,positive
场景够还原！,0.70460946,,0.29539054,positive
看着诸多“还原”的场景但感觉整个故事就像个劣质同人文。,0.38365273,,0.61634727,negative
除了完全复刻游戏场景和分镜、一分钟一个彩蛋外，,0.52169314,,0.47830686,positive
游戏场景还原、氛围营造、洋馆激战的桥段虽然不错，,0.71098637,,0.28901363,positive
游戏场景还原,0.67972935,,0.32027065,positive
就是我今年看过的最娱乐的电影场景了。,0.61400463,,0.38599537,positive
不过场景的复刻还原度还是让游戏玩家有点惊喜。,0.58618584,,0.41381416,positive
开头还有中间一些场景想做出鬼片的恐怖感觉，,0.28622272,,0.71377728,negative
从场景到部分剧情，,0.50082113,,0.49917887,positive
场景还原度很高了，,0.66249345,,0.33750655,positive
只有场景还原得不错，,0.72974794,,0.27025206,positive
生化危机系列游戏可以是丧尸类恐怖游戏的鼻祖了🧟‍♂️当年家里的第一台电脑就是因为家父为了想玩生化危机买的（家里有任性家长就是这么任性）场景还原性很高，,0.38470635,,0.61529365,negative
是的场景很用心，,0.61532288,,0.38467712,positive
非常忠实于游戏场景设定，,0.68952625,,0.31047375,positive
浣熊市警察局的那个场景直接一波儿回忆杀，,0.48005584,,0.51994416,negative
场景还原非常逼真，,0.57587554,,0.42412446,positive
包括一些经典场景，,0.69946124,,0.30053876,positive
选角的确滑铁卢但是也可以理解毕竟过于白阵容就不太好吧哈哈哈哈哈场景还原是真的整个电影下饭还是可以的,0.65194811,,0.34805189,positive
能把场景还原成这样但是白瞎了编剧和卡司Kaya这些年都接了些什么片子，,0.38060184,,0.61939816,negative
起码比旧生化系列好在服装和场景还原度…但导演水平堪比学生作业哈哈哈哈哈哈哈哈哈哈哈哈,0.6338492,,0.3661508,positive
忠实还原二十多年前的游戏场景,0.55611814,,0.44388186,positive
一部在犯罪片的基础上力求突破传统推陈出新的作品也是一部少有的全能港片节奏很好该快就快该慢就慢感情戏很温馨推理还行起码不是强行脑补破案有铺垫有线索真凶有反转但是也在意料之外情理之中结尾让古仔的角色不止是一个土匪有些场景封画面也很漂亮导演很有想法喜欢这种高智商的犯罪片,0.50570992,,0.49429008,positive
这一次看到熟悉的北京大裤衩、上海东方明珠都变成零下89°冰天冻地的末世场景，,0.41042397,,0.58957603,negative
很多关键场景被处理得莫名其妙不知所以，,0.39837907,,0.60162093,negative
中国是主场景也不违和。,0.48864757,,0.51135243,negative
而是碎片化场景的集合。,0.49869083,,0.50130917,negative
宏大主题配以乡土气十足的人设、情感以及地下小镇式场景，,0.56612742,,0.43387258,positive
这样居然也把故事讲下去了…几个大的煽情场景感情酝酿得都太差…最关键的，,0.31475234,,0.68524766,negative
为中国现实折射场景中的黑色幽默打五颗星。,0.50262225,,0.49737775,positive
有些科幻场景还是拍得很带感的，,0.56746909,,0.43253091,positive
导演对恐怖场景的氛围营造是从《无名女尸》延续下来的优点，,0.32155805,,0.67844195,negative
电影的大部分场景都在黑暗中度过，,0.48866522,,0.51133478,negative
无论剧中在场景和氛围上怎样用心营造，,0.61557436,,0.38442564,positive
除了场景，,0.57069229,,0.42930771,positive
恐怖场景也不吓人，,0.32888283,,0.67111717,negative
个别场景不错（尤其RedRoom），,0.72961494,,0.27038506,positive
😂演员一个场景换一套衣服真的好吗？,0.39359982,,0.60640018,negative
场景布置给1星。,0.52076907,,0.47923093,positive
虽然没有特别火爆的场景，,0.60302009,,0.39697991,positive
有一些建筑场景还不错。,0.73075234,,0.26924766,positive
但是场景设计太小了。,0.36776521,,0.63223479,negative
这设计场景太可惜了，,0.33239246,,0.66760754,negative
庭审场景调度紧凑、剧情反转也还算工整，,0.53216477,,0.46783523,positive
只有几个场景的戏，,0.47868426,,0.52131574,negative
平均每个场景机位变了两次不能再多的水平。,0.49592065,,0.50407935,negative
都是熟悉的场景，,0.60022656,,0.39977344,positive
摄影和场景动作场景设计不错，,0.73033344,,0.26966656,positive
后半部分时则有些场景看的落泪。,0.38229885,,0.61770115,negative
即使是用大量航拍把战争场景展示的荡气回肠，,0.48362845,,0.51637155,negative
在摄影和场景的选择上也是能够突出战争的惨烈与主角的悲壮。,0.53818026,,0.46181974,positive
人物刻画和场景气魄就是难以触及的高度，,0.4947018,,0.5052982,negative
每个单场景拎出来无可挑剔，,0.69369808,,0.30630192,positive
真实场景与表演带来的震撼效果，,0.71980045,,0.28019955,positive
多个灾难和事故场景的救援行动中，,0.52056105,,0.47943895,positive
电影中的灾难和事故场景及其救援行动（当然有些设置是较为夸张的）是按照实战化标准设计与策划的。,0.5583337,,0.4416663,positive
在这种对白、场景、灯光与思想都称得上是灾难的环境下取得突破，,0.60076885,,0.39923115,positive
都觉得场景戏印象深刻。,0.5479946,,0.4520054,positive
林超贤擅长处理场景戏，,0.55496278,,0.44503722,positive
电影里最好看的是四个抢险场景：油井爆炸、峡谷落石、飞机坠海、轮船救援。,0.5294759,,0.4705241,positive
我觉得场景戏好难拍，,0.4324507,,0.5675493,negative
场景调度、气氛营造、动作设计等等都需要顾及到，,0.55714515,,0.44285485,positive
特效场景一眼看假，,0.48904312,,0.51095688,negative
海上实拍场景太燃了，,0.60725739,,0.39274261,positive
四次发生于不同场景下的救援得益于特效的加持产出了宛若临场的视觉冲击，,0.52141026,,0.47858974,positive
几个场景的设计对气流因素没有概念。,0.44928642,,0.55071358,negative
场景调度和视听效果还可以。,0.71667812,,0.28332188,positive
最佳就是水下实拍场景，,0.70574501,,0.29425499,positive
救援场景很惊险，,0.39853168,,0.60146832,negative
在表现最后救生场景的强行穿插了医院的场景来增加紧张感，,0.37930295,,0.62069705,negative
舞会场景一度让我想到维斯康蒂的《豹》。,0.62162131,,0.37837869,positive
仍未能弥补在外形、服设、场景设计上的不足。,0.55223471,,0.44776529,positive
僵硬地穿梭于一个又一个场景中，,0.42990978,,0.57009022,negative
为了看个滑雪场景，,0.53966017,,0.46033983,positive
1星给场景和特效,0.59564307,,0.40435693,positive
家乡场景和服装色调也不好看……,0.47377642,,0.52622358,negative
场景很好看，,0.73028034,,0.26971966,positive
台词和一些场景也挺令人尴尬的，,0.60884186,,0.39115814,positive
美术设计和场景布局算很用心了，,0.70802179,,0.29197821,positive
用有限的场景把几页纸的大纲拍得我屏住呼吸，,0.41814322,,0.58185678,negative
不同的场景和不同的境遇每个人都会不一样，,0.49828974,,0.50171026,negative
用有限的场景把几页纸的大纲拍得我屏住呼吸，,0.41814322,,0.58185678,negative
故事格局和场景布置都很小，,0.5199346,,0.4800654,positive
场景基本就在医院里，,0.50067121,,0.49932879,positive
这是什么小作坊出品的单场景家庭剧，,0.46691914,,0.53308086,negative
全程六个演员一个场景，,0.53550312,,0.46449688,positive
利用有限的场景补救人物形象。,0.49434189,,0.50565811,negative
其实越是场景单一的电影越需要一个足够扎实的剧本支撑（《活埋》、《狙击电话亭》），,0.55600593,,0.44399407,positive
场景设置的好，,0.71800945,,0.28199055,positive
场景基本在高草丛中进行，,0.53283016,,0.46716984,positive
就是几个高能场景黑黢黢的看不清,0.41375182,,0.58624818,negative
场景简单且前有《恐怖游轮》难以超越。,0.49628704,,0.50371296,negative
场景非常单一，,0.63955507,,0.36044493,positive
迷路跟诡异跟草地这种场景在一块确实挺新鲜，,0.44832999,,0.55167001,negative
气氛和场景都不错，,0.73091259,,0.26908741,positive
拍摄手法太烂了、镜头场景不会切换、恐怖情色特写全没有。,0.29341921,,0.70658079,negative
1个多小时能讲完的东西居然用了2个半小时；不论场景还是道具特效拍摄手法都让我不敢相信这是2019年的电影；剧情漏洞一大堆，,0.34659126,,0.65340874,negative
不过几处让人激动的场景，,0.69494702,,0.30505298,positive
中国场景和科幻部分不伦不类。,0.51862923,,0.48137077,positive
尤其那个草地光柱夜空的场景，,0.52232919,,0.47767081,positive
以做电影那个过程这种故事类型和场景造型等，,0.51654867,,0.48345133,positive
包括场景、特效、和灾难片的完成度。,0.5917206,,0.4082794,positive
所有的剧情、技术细节、场景设计、打斗、台词，,0.56397881,,0.43602119,positive
怪兽打斗场景拉足，,0.62038197,,0.37961803,positive
甚至很多场景都有既视感，,0.45333824,,0.54666176,negative
大战场景也更放得开，,0.50354659,,0.49645341,positive
战斗场景:大海，,0.50308276,,0.49691724,positive
实验室的场景，,0.50992213,,0.49007787,positive
影片里的场景设定挺不错的，,0.70155313,,0.29844687,positive
那整个末世的场景设定就全无意义了。,0.44373933,,0.55626067,negative
有些场景想起今敏，,0.50623658,,0.49376342,positive
不同元素的组合会调动不同的记忆场景。,0.4623809,,0.5376191,negative
但除了场景美术比较漂亮外，,0.72297119,,0.27702881,positive
塑造的场景都很美，,0.72526341,,0.27473659,positive
这么美的场景和角色都不能让我耐着性子看完的烂电影。,0.48935632,,0.51064368,negative
未来气候变暖后的新威尼斯场景效果不错。,0.72706717,,0.27293283,positive
剧情好没意思看过既忘很多场景和设定反而让我想起了危机边缘,0.42812188,,0.57187812,negative
场景和造型其实还是ok的，,0.61175568,,0.38824432,positive
外星人的故事背景让场景更加绚丽，,0.50084135,,0.49915865,positive
不过好像是切分了几个恋爱的场景而已，,0.54922923,,0.45077077,positive
（当中有个场景我竟一秒想到刚多林,0.62158506,,0.37841494,positive
里面所有动作场景和大场面的设计和调度都拍出了县城电视台的水平。,0.61669988,,0.38330012,positive
他对每个场景空间的构思没有任何层次感和空间感，,0.65731309,,0.34268691,positive
Leo在夕阳下听歌的场景让我想起中学时代洒满夕阳的课桌，,0.61122053,,0.38877947,positive
这些场景都用烂了……,0.37363124,,0.62636876,negative
/2020.3.16看完了1.Figuringoutwhoweareisprobablytheonethingnooneelsecandoforus2.这个片子传达的东西特别美好特别珍贵3.所有歌都特别好听男主帅萌可圈可点女主唱歌外演技仍需进步但毕竟第一次4.好几个镜头场景我都有灰姑娘场景设置的感觉5.既然是迪士尼，,0.59230741,,0.40769259,positive
也喜欢所有弹尤克里里的场景……,0.72937212,,0.27062788,positive
Leo在夕阳下听歌的场景让我想起中学时代洒满夕阳的课桌，,0.61122053,,0.38877947,positive
最后BOSS魔鬼被锯手拖到水里的的场景那么像老鬼掉下去的场景，,0.3303601,,0.6696399,negative
几场战斗场景太小，,0.44330648,,0.55669352,negative
给的大场景镜头又很黑，,0.39975919,,0.60024081,negative
这么庞大的音乐在黑暗的小场景里大，,0.34686143,,0.65313857,negative
还有格伦差点被做成蛋糕的场景。,0.47814321,,0.52185679,negative
场景太糙，,0.48968761,,0.51031239,negative
场景宏大，,0.72242907,,0.27757093,positive
部分场景和画面像是缺了经费一样简陋，,0.47630659,,0.52369341,negative
还是场景都刻画的很好，,0.72903969,,0.27096031,positive
服装丑配色俗场景像贴图演员很卖力可惜剧本没有吸引力,0.2886564,,0.7113436,negative
场景设计以及剧情等等都索然无味。,0.46661509,,0.53338491,negative
打斗场景作画做的太溜了，,0.54488261,,0.45511739,positive
像最后被灵质空间吞噬的城市场景，,0.49246145,,0.50753855,negative
场景转换很生硬，,0.31004835,,0.68995165,negative
热评里面大夸特夸的场景不如大护法，,0.4946295,,0.5053705,negative
所谓行云流水的动作分镜灵能百分百里面随便一集打斗场景都能完爆它，,0.54237153,,0.45762847,positive
但场景设计比较一般，,0.2850311,,0.7149689,negative
家中对话的场景有混淆虚构与纪实的意味。,0.43535206,,0.56464794,negative
不玩手机认真进入某些场景时，,0.4345059,,0.5654941,negative
场景剪得这么细碎逼疯了。,0.39233525,,0.60766475,negative
摄影、场景、对话审美都很小资，,0.5733634,,0.4266366,positive
不少场景还有点《婚姻生活》的感觉，,0.61855585,,0.38144415,positive
室内谈话场景的剪辑带动情感扑朔迷离，,0.55228549,,0.44771451,positive
场景加上一个两三分钟的外景就两个！,0.54776515,,0.45223485,positive
这场景……,0.54191649,,0.45808351,positive
单一场景停留太长，,0.4189056,,0.5810944,negative
不在电影节看一定会玩手机的节奏过多手持镜头道具不够细心崭新的金龙电扇冬天不带套几十年后不积灰在奢侈的长镜头中分散了我很大注意力虽然有莫名其妙的仓促圣母场景少许几句不接地的台词仿佛也动机不纯仍然感谢导演细腻绵长地讲好了一个失独以及老实人和时代和解的故事最喜欢的镜头是非主流王源和养母自我停格分坐在餐桌旁是个脸上有戏的少年,0.46130471,,0.53869529,negative
电影中多年后王景春、咏梅在医院和老朋友们再度相见的场景，,0.53574318,,0.46425682,positive
场景冗长，,0.50173251,,0.49826749,positive
这些带有着浓烈时代特征的生活化场景，,0.56137407,,0.43862593,positive
到了监狱、舞厅和医院等特殊场景时更有一种小品的感觉，,0.55122556,,0.44877444,positive
梦里一直是王景春急匆匆的抱着星星穿过长长的隧道与长长的医院走廊的场景。,0.50076864,,0.49923136,positive
而且尾部“失独”父母与养子温情互动的场景，,0.50659174,,0.49340826,positive
完全代入了男主每个场景所听状态，,0.50311576,,0.49688424,positive
很喜欢最后摘掉助听器在公园无声地观察身边的世界的场景，,0.70606136,,0.29393864,positive
吴倩好多剧都有傻白甜变身性感女明星的场景，,0.64869469,,0.35130531,positive
他们可能已经戏剧化了一些场景，,0.48085022,,0.51914978,negative
丰满了虚构的场景可能，,0.51814564,,0.48185436,positive
暴力场景尽显剥削片的精髓，,0.45783619,,0.54216381,negative
对这些大家惊讶的场景还是有心理准备的，,0.51583219,,0.48416781,positive
相对于很多其它舍不得取景、特效、场景服化道投资的国产电影，,0.5774983,,0.4225017,positive
任何场景都“遗世独立”。,0.43987349,,0.56012651,negative
场景建筑还蛮精致的，,0.72668617,,0.27331383,positive
催眠的手法拍的太粗糙了直升机也真的是无语非得搞个装逼场景带小孩去商场这个设定因素太不稳定了趁爆炸混乱跑跟小孩子自己大喊救命跑有什么区别反正都要跑反正歹徒怎么都要开枪乱扫,0.28580598,,0.71419402,negative
对当下拍摄场景、人物内心乃至城市地貌都有深刻的认识。,0.53593859,,0.46406141,positive
在一个医院场景手持长镜头内完成探病/出院两个时间的叙事、儿子校园段落等都处理得清新脱俗，,0.50904069,,0.49095931,positive
印象最深的是拔电卡的场景和最后火车的设置。,0.52128467,,0.47871533,positive
即便有了第三段那些似梦的场景，,0.50958485,,0.49041515,positive
但在广州生活真的不会出现这么高密度的粤语场景，,0.52334885,,0.47665115,positive
医院走廊-雨林-海岛的主场景切换捆扎起三重生命形态，,0.54379246,,0.45620754,positive
很多场景的设计突兀到头疼，,0.52931334,,0.47068666,positive
和那些似乎在梦中出现的场景一起，,0.45884161,,0.54115839,negative
此后却难有此达到水准的场景，,0.42565574,,0.57434426,negative
父亲走之后的那一段日常家庭场景的描写让我想起《天水围的日与夜》里的云淡风轻。,0.50475626,,0.49524374,positive
不少场景可圈可点，,0.6701658,,0.3298342,positive
很多场景都仅仅是为了导演的概念而服务的，,0.61481795,,0.38518205,positive
电影有很多场景都很“美”，,0.52912427,,0.47087573,positive
此外还在许多场景里借用了不少黑色电影的布光方式。,0.51910767,,0.48089233,positive
有些场景挺美。,0.71536472,,0.28463528,positive
后设的场景被以一种指向未来的时间方向扭转；而当场景被预置于荒弃的影视城中，,0.43043797,,0.56956203,negative
舍生取义的场景不胜枚数，,0.47031402,,0.52968598,negative
大场景调度、群戏、意向烘托，,0.68551311,,0.31448689,positive
看到一些场景还是热泪盈眶，,0.43347682,,0.56652318,negative
场景以苏州河为界划为“乱”的战场和“安”的租界，,0.5171604,,0.4828396,positive
最后从战场仓库镜头抬升航拍将之置于一个现代都市场景的收尾，,0.50472332,,0.49527668,positive
创伤性场景的延宕呈示。,0.48194377,,0.51805623,negative
结尾男主穿着西装在田野里走的场景也很有意境。,0.60828787,,0.39171213,positive
大量的劳动场景却拍的惊心动魄，,0.53944715,,0.46055285,positive
但是几个经典场景做的也并不算好，,0.58954762,,0.41045238,positive
PS：最后黑樱爆衣的场景好评,0.66224006,,0.33775994,positive
打斗场景确实帅，,0.57266852,,0.42733148,positive
南韩到底滋养了我们大陆市场多少导演啊没有那样的工业体系但总想拍那样的电影也是让人难过的电影梦//比起悬疑类型更像国产恐怖电影各种尤其空荡的场景和在那个状态下感觉怪异的声效//可能是因为感觉奇怪所以开始注意其他元素//宋佳在医院那段百无聊赖还挺好的但总有点她是从风雨云片场来的感觉王千源的部分焦虑贩卖得也挺好的但对他的感觉就和黄渤一样有种消费过度的不适感冯远征太会演服得不行,0.39496429,,0.60503571,negative
让很多通常电影手法里该爆发的场景偏偏就要熄灭在爆发之前，,0.39676555,,0.60323445,negative
这个场景太荒诞了，,0.50983864,,0.49016136,positive
这个场景瓦解了貌似现实主义的剧作根基，,0.49671752,,0.50328248,negative
又有了让人热血沸腾的空战场景。,0.55232289,,0.44767711,positive
战斗场景也被剪得稀碎(为了撑时长)。,0.50481714,,0.49518286,positive
挺好看的感谢大老板们愿意投这样的oldfashioned战争大片希望能多看到一些更长的这种影片要是预算多点战争场景会更好文戏有点平但是路子很对不刻意煽情四平八稳的闷骚全景式军人也是人会怕死死的也不都是战争英雄日军这边拍得好宏大陆海军微妙的关系几派的斗争约翰福特的登场让人热泪盈眶,0.63683321,,0.36316679,positive
场景的连贯性有所欠缺，,0.52989269,,0.47010731,positive
基本上每句话每个场景都有放在那里的理由，,0.50821009,,0.49178991,positive
场景没问题，,0.60721676,,0.39278324,positive
场景和歌舞编排中上，,0.60684282,,0.39315718,positive
其实是布景…(◐‿◑)场景设计的人可以死一死。,0.53382197,,0.46617803,positive
场景的多样化真实度，,0.58509954,,0.41490046,positive
原版夸张的化妆服饰造型和戏剧性舞美场景属实异彩纷呈，,0.5670163,,0.4329837,positive
由经典好莱坞场景配上此种造型显得邪典味十足，,0.69183815,,0.30816185,positive
发挥电影的优势展现更多场景的结果也只是适得其反。,0.48327588,,0.51672412,negative
仅仅只是利用了影像将舞台场景进行延伸，,0.42428273,,0.57571727,negative
反而觉得场景和毫无意义和风格的难听难看的歌舞才令人难以忍受。,0.28990029,,0.71009971,negative
即便一些大场景制作得很精美。,0.67725014,,0.32274986,positive
比如现实场景就是CG合成的真猫，,0.51955937,,0.48044063,positive
所以这种被白雪覆盖的山峰河谷的场景基本都是要在这里取景吗，,0.49265978,,0.50734022,negative
充满喜剧场景之处又有那么一丢丢想笑。,0.70390748,,0.29609252,positive
对于动作场景采用传统的快速镜头与连接剪辑进行概念化处理，,0.5217022,,0.4782978,positive
这两个元素在镜头语境中较好地辅助了场景的转移与衔接，,0.53768142,,0.46231858,positive
多处场景切换极为突兀，,0.58685568,,0.41314432,positive
都很实惠；场景都压缩了，,0.56428632,,0.43571368,positive
尤其是夜店场景！,0.72444786,,0.27555214,positive
这情节还带智商吗的感觉...看着影片里毫不避讳呈现着大人物们可以尽情享受肉欲的场景，,0.57105551,,0.42894449,positive
到场景设计，,0.50648419,,0.49351581,positive
有一瞬间想到了怪奇物语3里面Jonathon和Nancy被困在医院的场景。,0.480298,,0.519702,negative
几乎就一个场景然后就一直打打打剧情也不行一分给影帝,0.30070948,,0.69929052,negative
也能让少量场景和少数角色就支撑起整部电影的起承转合，,0.46616179,,0.53383821,negative
打斗场景其实还可以的。,0.67674966,,0.32325034,positive
人物形象和场景都不是很吸引人。,0.51839874,,0.48160126,positive
画面场景7分，,0.50334326,,0.49665674,positive
还有《魔发奇缘》的场景，,0.5236894,,0.4763106,positive
动荡不安的画面中一遍遍拍摄纳粹军官殴打弗拉茨的场景，,0.41928732,,0.58071268,negative
没有具体故事场景，,0.53928738,,0.46071262,positive
这不合理（《新世界》里法瑞尔的原住民生活和战争场景也不会用同样的镜头来拍吧）。,0.53519537,,0.46480463,positive
然后导演也对场景音乐太不讲究了，,0.45937784,,0.54062216,negative
煽动情绪+暴力场景+美女主角。,0.58323272,,0.41676728,positive
空间场景的转换循环往复，,0.49228152,,0.50771848,negative
在场景方面充满细节与创意，,0.70965859,,0.29034141,positive
在异世界中的赤发鬼大战中的场景设置与打boss环节，,0.54865091,,0.45134909,positive
现实场景上的重庆选景，,0.5045327,,0.4954673,positive
东方特色电影充满着宏大场景和天马行空的想象，,0.65285129,,0.34714871,positive
刺杀小说家采用了东方美学的特效把现实与虚拟世界互相转换打斗场景颇多真的很不错爱了,0.6577442,,0.3422558,positive
几个关宁和空文两个人的场景都很美。,0.70179071,,0.29820929,positive
场景有武侠、科幻的味道，,0.53247918,,0.46752082,positive
几个场景调度衔接的非常惊艳。,0.69467734,,0.30532266,positive
场景宏大很有中国古代特色，,0.54286428,,0.45713572,positive
小说里的城场景真的太好了，,0.72738786,,0.27261214,positive
场景大都没啥想象力，,0.50024314,,0.49975686,positive
有够弱智的场景安排，,0.32552823,,0.67447177,negative
场景两个。,0.50110105,,0.49889895,positive
多个场景制造出惊人的惊吓度,0.52315974,,0.47684026,positive
比如水箭龟和耿鬼的打斗场景完全可以做得更好，,0.66253295,,0.33746705,positive
想象中片尾全体宝可梦团结起来围攻超梦的场景也没有出现,0.5642873,,0.4357127,positive
果然是看到了一堆其他电影的桥段和场景拼凑在一起。,0.5241336,,0.4758664,positive
上海场景：SkyBridgeHQ天会(原凌空SOHO)，,0.68174251,,0.31825749,positive
服装造型和场景设计都十分难看，,0.49189512,,0.50810488,negative
科幻场景各种假各种违和，,0.47382326,,0.52617674,negative
剧情弱你再高大尚的场景和特效都救不了。,0.45669198,,0.54330802,negative
但轻松之余又总在一些场景的调度上，,0.70863269,,0.29136731,positive
不同超视觉场景高速切换，,0.47440557,,0.52559443,negative
电影利用大量的隐喻和象征的场景来描绘故事，,0.49190145,,0.50809855,negative
现在看来场景的重要性还是很高的，,0.68481107,,0.31518893,positive
人物唱歌的主场景是舞台/森林和庭院（自然）/卧室和监狱（封闭空间）。,0.59038155,,0.40961845,positive
场景做得真的很好看。,0.73089102,,0.26910898,positive
间断的场景、场内发笑的人群。,0.55991343,,0.44008657,positive
中间除剧场场景外，,0.5263247,,0.4736753,positive
