content,Positive,Neutral,Negative,Sentiment
导演是一个很爱小动物的人，,0.47582783,,0.52417217,negative
他不适合做导演，,0.45539449,,0.54460551,negative
优秀男演员转行做导演几乎都无法避免地流露出自恋和性意识，,0.48561202,,0.51438798,negative
非专业人士真的不要碰导演这个行业，,0.45692513,,0.54307487,negative
导演不是那么好当的，,0.50906251,,0.49093749,positive
反观导演，,0.50054989,,0.49945011,positive
最基本的导演基础都没有。,0.49869677,,0.50130323,negative
而不适合当导演。,0.49183122,,0.50816878,negative
虽然中国导演入门零门槛，,0.53947382,,0.46052618,positive
郭涛的人际关系＞＞他的导演功力……,0.50082498,,0.49917502,positive
做导演，,0.50128878,,0.49871122,positive
来干导演，,0.49993064,,0.50006936,negative
娱乐圈有俩钱的人都喜欢趟导演的浑水，,0.50741777,,0.49258223,positive
搞得导演这个工种好像失去了门槛。,0.40798588,,0.59201412,negative
导演功底托不起这部演员阵容，,0.50757753,,0.49242247,positive
导演～～～～～,0.72912513,,0.27087487,positive
说明郭涛毫无导演编剧之才能。,0.50083326,,0.49916674,positive
然后转行导演一炮而红；王宝强、郭涛属于演员里面经常演一些比较老实的橘色，,0.49358484,,0.50641516,negative
然后转行导演拍出烂片。,0.38547555,,0.61452445,negative
这个题材说实话对演员转导演的老郭有点太难了，,0.41855076,,0.58144924,negative
郭涛还真的是不适合当导演/,0.46663777,,0.53336223,negative
导演，,0.50018046,,0.49981954,positive
感觉导演想讲一个很深的故事但啥都没讲出来设定配音造型台词都有尴尬以及男生如果知道自己帅就莫名很造作,0.45801067,,0.54198933,negative
导演本来想拍一部科幻犯罪悬疑片，,0.4878255,,0.5121745,negative
那些自以为是的演员做导演的片子真的没眼看。,0.47863594,,0.52136406,negative
又是导演又是主演，,0.50155668,,0.49844332,positive
你自己做了导演还是设定这样的角色给自己有意思么？,0.47335448,,0.52664552,negative
做了导演唯一好处是可以多安排些吻戏和床戏吧。,0.52843619,,0.47156381,positive
当导演？,0.48948045,,0.51051955,negative
但是作为导演来说这片拍的真的不好看。,0.35104476,,0.64895524,negative
看来郭涛导演的第一部电影也是最后一部了！,0.54946912,,0.45053088,positive
演员跨界导演的灾难,0.56143535,,0.43856465,positive
导演还给自己加床戏,0.5377462,,0.4622538,positive
今年戛纳电影节最佳导演奖获得者，,0.65003576,,0.34996424,positive
导演有61岁了吧，,0.53744663,,0.46255337,positive
无法一口咬定导演的真身究竟有几成。,0.50769336,,0.49230664,positive
亨利成为导演的替身，,0.53789855,,0.46210145,positive
我从来都偏好故事相对薄弱但能给导演留下更多发挥空间的电影，,0.60760599,,0.39239401,positive
AdamDriver的角色第一次在舞台上发疯的时候就奠定了之后的基调：从导演到演员，,0.52338593,,0.47661407,positive
（而导演和两位主演对旋律都不敏感，,0.47250351,,0.52749649,negative
少年时期喜欢骑着摩托车刺破巴黎郊区宁静的来自巴黎富人区的白男导演，,0.66958825,,0.33041175,positive
他们被导演慢吞吞跟随其后的长镜头欺骗了预期获邀进入：放声笑起来、不论唱颂舞台抑或反对舞台。,0.33827576,,0.66172424,negative
父亲的面庞越来越接近导演的尊容，,0.56090152,,0.43909848,positive
让人看到导演的实力。,0.65578204,,0.34421796,positive
这个戛纳最佳导演奖不愧是众望所归。,0.72616554,,0.27383446,positive
卡拉克斯力图打破音乐剧、脱口秀与电影的边界（一如首尾的导演/演员露面邀请观众屏住呼吸地全情投入，,0.50177232,,0.49822768,positive
导演又明显承续上了好莱坞黄金时代晚期的整合式歌舞片传统（“生活即音乐”），,0.65129007,,0.34870993,positive
本质上是一场导演和观众对于舞台主权的争夺。,0.5197726,,0.4802274,positive
导演在舞台的“光荣革命”中依旧对观众保持了最大的亲近与爱。,0.64376931,,0.35623069,positive
作为观众必须承认导演成功了，,0.7072797,,0.2927203,positive
他们也只是导演手下的木偶而已。,0.4741703,,0.5258297,negative
导演有百般柔情但就是讲不出来的感觉,0.63521198,,0.36478802,positive
《神圣车行》呈现痛苦的演员（与导演）试图在宽阔的现实舞台瓦解舞台的空间（类型），,0.63977575,,0.36022425,positive
如果说HolyMotors让我一度困惑导演是天才还是装腔作势Annette则有些走火入魔了。,0.51654531,,0.48345469,positive
然而我们不得不承认银幕本身的局限性也不能不质疑导演选择的这个文本太过烂俗以及这样的实验是否落入了形式大于意义的窠臼。,0.41670761,,0.58329239,negative
但是比以往的导演作品我更为喜欢，,0.72268616,,0.27731384,positive
导演的毒性兑在这种剧本里稍有点调配不良。,0.46902699,,0.53097301,negative
导演应该是按照拍木偶戏的方式在拍此片，,0.51234323,,0.48765677,positive
银幕上第一个出现的人是导演，,0.47871942,,0.52128058,negative
此后不断显影的也同样是导演。,0.36800856,,0.63199144,negative
所有演员也完全服从于导演意志。,0.53205872,,0.46794128,positive
追随导演的人当然能对它进行一通精神分析，,0.61183165,,0.38816835,positive
歌舞要求导演的格局比商业片还大。,0.61858219,,0.38141781,positive
不禁令人想呐喊“导演呢？,0.32401384,,0.67598616,negative
导演的强烈在场如自我封神，,0.54066491,,0.45933509,positive
在导演和观众的“监视”之下成为故事的演员，,0.50137836,,0.49862164,positive
几乎将这个导演从我的观看目标里永久拉黑。,0.52856722,,0.47143278,positive
导演借由演员饰演的角色向观众说出“stopwatchingme”，,0.59468756,,0.40531244,positive
导演调度和服化道能力很强。,0.57287504,,0.42712496,positive
导演在与他的受众对话，,0.47731178,,0.52268822,negative
导演致敬里排第一位的是爱伦坡,0.67211101,,0.32788899,positive
融合了歌舞片形式、奇幻元素、希区柯克式谋杀以及被无数导演曾一再探讨的婚姻与代际话题，,0.53428954,,0.46571046,positive
2021戛纳最佳导演奖。,0.60275387,,0.39724613,positive
【法国文化中心展映】很惊讶导演在片中融入了歌舞、脱口秀、歌剧、乐团等表演形式，,0.65611229,,0.34388771,positive
不好看是电影导演最大的缺陷，,0.42924798,,0.57075202,negative
核心萎缩荒芜无力硬装充沛符号填充和嵌套格局都是沙上作画风吹即散全片只有两处走板剪辑点有趣Carax应该去做奥运开幕式的导演让圣火一点一点熄灭留下该隐之印请大家一定要告诉亲友哦😛p.s.小狼一吼加一星,0.46725587,,0.53274413,negative
导演运用了那样多的技巧、形式、比喻，,0.68306003,,0.31693997,positive
我要去看下这个导演的其他作品,0.69020698,,0.30979302,positive
没有看过导演的前作情况下，,0.45926694,,0.54073306,negative
演员与布景就是导演的画笔，,0.56752276,,0.43247724,positive
文松饰导演，,0.51354281,,0.48645719,positive
导演是吴镇宇，,0.55882028,,0.44117972,positive
很怀疑这些演员们非要当导演是在洗钱。,0.3503345,,0.6496655,negative
父亲有热情没有导演天赋，,0.66954543,,0.33045457,positive
恭喜吴镇宇导演《转型团伙》提名2019年年度十大烂片,0.6888311,,0.3111689,positive
这是导演整合能力的问题，,0.48694361,,0.51305639,negative
九十六流的导演，,0.5045933,,0.4954067,positive
“文松饰导演，,0.51468471,,0.48531529,positive
导演是吴镇宇，,0.55882028,,0.44117972,positive
导演不遗余力消费自己的决心还是不容置疑的，,0.40788428,,0.59211572,negative
。唯一的优点大概仍然是每部导演作品都能把自己搞成那个阶段的最高颜值，,0.43622557,,0.56377443,negative
我抵制拍烂片圈钱的导演，,0.35439756,,0.64560244,negative
动作导演是火星啊，,0.50038836,,0.49961164,positive
吴镇宇不仅没有当导演的天赋，,0.54340716,,0.45659284,positive
行为完全随着导演和编剧的想法走，,0.47741929,,0.52258071,negative
导演的所有设计基本都在我能理解的范畴，,0.51060658,,0.48939342,positive
吴镇宇大导演用心良苦，,0.55699262,,0.44300738,positive
我了解每个演员都想去做导演，,0.58972915,,0.41027085,positive
虽然我很喜欢吴镇宇乔杉文松但这部真是大烂片吴镇宇的儿子演技真够烂的剧本也够假的各种混乱宇哥还是别当导演了安心演戏吧表现最好的是文松希望有机会演出来2019530阅遍天下烂片无数我心不悔,0.50397511,,0.49602489,positive
真是太可怕了吴镇宇导演,0.30250544,,0.69749456,negative
看豆瓣吴镇宇是导演，,0.62897614,,0.37102386,positive
这部分导演拍的还是可以的。,0.70267134,,0.29732866,positive
我觉得导演，,0.50695812,,0.49304188,positive
按帧看四哥帅到晃眼头晕合理怀疑导演就是只想拍他俩上床急躁不好好讲故事目的性过强了喂套这个题材意义何在,0.38158041,,0.61841959,negative
导演控场能力真是擦汗，,0.44788602,,0.55211398,negative
现在全球都急缺很牛的导演。,0.58576777,,0.41423223,positive
感觉我一直要get到导演想说的但导演却一直无法直率地给个准信，,0.50507966,,0.49492034,positive
导演想讲的，,0.50579611,,0.49420389,positive
导演其实只想拍那场床戏吧。,0.52621799,,0.47378201,positive
而《克劳斯》更是另拿了最佳导演、最佳剪辑、最佳分镜、最佳艺术指导、佳动画角色、最佳角色设计……,0.5991103,,0.4008897,positive
突然很后悔前几周没去SparkAnimation的导演讲座……,0.57034114,,0.42965886,positive
导演已经尽全力在捉襟见肘的预算下，,0.55343301,,0.44656699,positive
砸了☞导演和编剧估计就没想清楚到底想表达个啥？,0.45301925,,0.54698075,negative
果然是我最喜欢的英国导演，,0.72932506,,0.27067494,positive
结尾的反转让人想起了导演的《逃狱》，,0.47417129,,0.52582871,negative
所以我觉得这部电影是达到了导演的目的，,0.56152926,,0.43847074,positive
实在无法想象这是《猩球崛起1》和《驱魔人第一季》导演的作品。,0.54286937,,0.45713063,positive
况且导演叙事能力非常差，,0.27147954,,0.72852046,negative
这导演不得house。,0.51372259,,0.48627741,positive
导演，,0.50018046,,0.49981954,positive
三流导演就善于把简单事情复杂化,0.48785133,,0.51214867,negative
然后导演一直很克制的在叙事，,0.49120339,,0.50879661,negative
要么是这个导演太差,0.28068844,,0.71931156,negative
对导演和编剧都太瑞思拜了。,0.63885725,,0.36114275,positive
导演，,0.50018046,,0.49981954,positive
6.梁家辉不仅带来糟糕的导演作品，,0.3227,,0.6773,negative
导演界你还是新手。,0.49353457,,0.50646543,negative
第一次做导演加一星好了，,0.42003636,,0.57996364,negative
能看得到导演在用心添加中国元素。,0.64198641,,0.35801359,positive
请各位导演和制片不要打扰梁家辉先生，,0.57339725,,0.42660275,positive
梁家辉做导演，,0.55128263,,0.44871737,positive
问题大概在于厨师们（导演们）总是针对各类广告花得心思，,0.54660936,,0.45339064,positive
各位导演手下留情吧,0.63376382,,0.36623618,positive
另外导演你听过梁家辉先生的配音吗？,0.51340633,,0.48659367,positive
但梁家辉能导演相当难得，,0.56200906,,0.43799094,positive
还值得让梁家辉亲自来做导演？,0.57356442,,0.42643558,positive
直到梁朝伟自己做导演拍了上海版的电影，,0.52838359,,0.47161641,positive
不然敢于导演处女作就挑战这个…勉强三星吧。,0.45711466,,0.54288534,negative
怎么自己担当导演，,0.45397364,,0.54602636,negative
作为梁家辉的导演处女作其实还行，,0.63275909,,0.36724091,positive
导演堕落至此令人难过。,0.27323401,,0.72676599,negative
！导演编剧你们清醒一点吧，,0.52073623,,0.47926377,positive
导演介绍之前这个连载是非常受欢迎。,0.52035425,,0.47964575,positive
感觉整部片就是导演硬生生抛弃自己的导演风格去迁就杜鹃的人物特质，,0.49323457,,0.50676543,negative
也可能是导演去了法国拍戏，,0.51037966,,0.48962034,positive
杜鹃的老K脸真的适合演戏么--怎么总有不开窍的导演爱用她来毁自己的电影...什么心态,0.47506008,,0.52493992,negative
中年危机的男导演太可怕了，,0.31235481,,0.68764519,negative
觉得导演处理的太草率，,0.51271881,,0.48728119,positive
导演和美监真的是太会挑人了！,0.6793422,,0.3206578,positive
也可能是缺有眼光的导演,0.56534032,,0.43465968,positive
霍建起导演将散文诗气质带入都市情感戏中，,0.64089232,,0.35910768,positive
摄影师和导演真的是追着拿镜头爱她。,0.55875684,,0.44124316,positive
有必要专门拍个电影吗就这样空洞简单的内容导演暗恋杜鹃吧,0.50715829,,0.49284171,positive
导演不愧是北京电影学院美术系，,0.72713214,,0.27286786,positive
揣摩导演应该想拍类似《昼颜》的话题，,0.51563486,,0.48436514,positive
这mv确定是《那山那人那狗》的导演拍的？,0.52531961,,0.47468039,positive
真的识别不出和那山那人那狗出自同一导演之手。,0.51646842,,0.48353158,positive
这片子...就算是杜鹃的颜也扛不住啊...导演是有多爱红色...,0.50462298,,0.49537702,positive
如影随心霍建起导演美学方面很有造诣特别是陈晓的突破点很大陆松诠释的很好整个片子色调也好看杜鹃很漂亮很有现实意义当生活一地鸡毛的时候希望我们还能保持初心不要相互猜忌,0.68319637,,0.31680363,positive
而且这种尬跟导演也有关系，,0.45561925,,0.54438075,negative
导演和汤姆·汉克斯也很懂得制造泪点，,0.46329206,,0.53670794,negative
让电影彻底变成了一种没有导演，,0.50478011,,0.49521989,positive
但是在导演来回镜头和简短的非战斗用语之中，,0.50541879,,0.49458121,positive
音乐7画面6导演6故事6表演6印象6平均6.0/10,0.52732141,,0.47267859,positive
对比之前乔恩导演的那部《奇幻森林》所流露出的黑暗成长史诗气质，,0.54826974,,0.45173026,positive
尚且还能看得出导演的努力或者为难。,0.52609185,,0.47390815,positive
那你一定没看过导演之前的《奇幻森林》。,0.50854688,,0.49145312,positive
因为看新闻说导演说这是一部动画片，,0.51795229,,0.48204771,positive
香港导演、编剧太知道大陆观众需要什么样的台词和剧情，,0.49622396,,0.50377604,negative
功夫片拍多了从演员到团队到导演都懂得功夫镜头怎么拍才好看，,0.5840965,,0.4159035,positive
最看不起黄种人的就是这片导演和编剧吧，,0.38335796,,0.61664204,negative
但对这个系列的感情真的是复杂：导演鸡贼地用了年代感去稀释近来日益高涨的民族主义情绪，,0.53816261,,0.46183739,positive
海绵宝宝系列导演拍真人片，,0.64849202,,0.35150798,positive
导演拍过《加菲猫》系列，,0.5072507,,0.4927493,positive
[视]导演<海绵宝宝3><鼠来宝><加菲猫2>。,0.57734964,,0.42265036,positive
导演貌似拍过不少短片。,0.50780831,,0.49219169,positive
导演到底想说啥……,0.47668798,,0.52331202,negative
导演到底要让我们看什么。,0.57733996,,0.42266004,positive
怀疑是金主找了个科班出生的二愣子nerd导演编剧捧自己刚交的女朋友,0.39847401,,0.60152599,negative
求别再拍网飞牌科幻了会死人的....特别理解导演内心深处想弄出点史诗味道的意思，,0.49178529,,0.50821471,negative
硕士导演？,0.50286578,,0.49713422,positive
国产导演是造粪的达人。,0.49114298,,0.50885702,negative
这些奇形怪状的割接感被导演塞进一部电影里，,0.47627171,,0.52372829,negative
好像两个导演拍的。,0.64604114,,0.35395886,positive
李少红导演是什么了？,0.45612842,,0.54387158,negative
导演发挥不稳定，,0.30968788,,0.69031212,negative
这一部的导演是李少红，,0.50506523,,0.49493477,positive
全程只有导演把观众当弱智的戏弄。,0.35022369,,0.64977631,negative
而导演也本着欺诈的目的拿17年的网大来骗21年的观众，,0.32332581,,0.67667419,negative
史皇总导演，,0.50602668,,0.49397332,positive
之后却再也不见导演踪影。,0.33829013,,0.66170987,negative
其实换了什么导演，,0.49749898,,0.50250102,negative
请大导演来也逃不过工业流水线监工的命运，,0.4395261,,0.5604739,negative
不过对于喜欢这些大导演的人来说，,0.72095449,,0.27904551,positive
至少还有一点找导演风格影子的乐趣。,0.68036617,,0.31963383,positive
大导演们挣了一笔块钱，,0.49320653,,0.50679347,negative
？其实可以考虑让宝莱坞导演来拍这一类的迪士尼电影，,0.60270327,,0.39729673,positive
有些导演欠账三千咋还接外快工作😶作为迪士尼真人改没什么毛病AWholeNewWorld和最后Jafar的暴走感觉还可以更敢做梦一点(quoteEames)作为盖导作品我觉得差点意思…全程还被WillSmith花式抢戏(x想看迪士尼的话可以想看盖导的话还是等他还债吧……,0.58818745,,0.41181255,positive
迪士尼大厂模式毫无导演风格，,0.56532372,,0.43467628,positive
盖·里奇竟然能在一向不会给太多导演发挥的迪士尼动画中加入自己风格，,0.57285269,,0.42714731,positive
只有篡位一场戏的甩镜转场还勉强看得出一丝导演影子。,0.422649,,0.577351,negative
个性鲜明的导演进入体制内做工业化产品以后，,0.44290714,,0.55709286,negative
我一看导演是盖里奇，,0.49962284,,0.50037716,negative
然鹅导演却是喜欢拍黑色幽默的盖里奇，,0.71416389,,0.28583611,positive
显然没在意导演有多少发挥。,0.47721707,,0.52278293,negative
结果连导演本身的特点都被磨灭……,0.32304968,,0.67695032,negative
导演只能取舍，,0.47180585,,0.52819415,negative
马克·贝鲁基奥这样的老导演很厉害，,0.65272075,,0.34727925,positive
一种传统的意大利历史电影精神依然一直栖息在导演马可·贝洛基奥的作品中，,0.57081697,,0.42918303,positive
导演像缝制一篇详细的深度报道那般，,0.50074353,,0.49925647,positive
可惜这个剧本给导演发挥的空间太小了，,0.28630696,,0.71369304,negative
而观众与其共同对抗的体系在导演的把控之下永远像一团迷雾，,0.49477526,,0.50522474,negative
导演马可·贝洛基奥在处理黑帮题材的时候，,0.55113803,,0.44886197,positive
不知道是字幕还是导演的锅，,0.5165307,,0.4834693,positive
导演选角都很好，,0.73074986,,0.26925014,positive
导演加入了许多喜剧的元素，,0.5347931,,0.4652069,positive
我觉得Bellocchio是一个属于煽动的导演，,0.61920684,,0.38079316,positive
导演仿佛完全不打算让人知道黑手党除了杀自己人以外还干什么吗）。,0.44254212,,0.55745788,negative
更看出老导演独辟蹊径的功力。,0.52542959,,0.47457041,positive
老导演的视角确实非同寻常。,0.50067743,,0.49932257,positive
但导演就是有本事把枯燥的对话拍得跌宕起伏，,0.36388317,,0.63611683,negative
有和看导演前作《再见长夜》同样的感觉，,0.54069587,,0.45930413,positive
直接看出导演能力与掌控力，,0.51235513,,0.48764487,positive
导演存在感越来越弱，,0.45045604,,0.54954396,negative
只能说明这部电影的导演和编剧对人类身份自视甚高的优越感和过于贫乏的想象力。,0.45485032,,0.54514968,negative
然后一看导演，,0.4934283,,0.5065717,negative
导演你把温柔拿捏得死死的。,0.49167344,,0.50832656,negative
《奥林匹斯的陷落》《伦敦陷落》《天使陷落》每部都在换导演，,0.4922636,,0.5077364,negative
导演比第二部好，,0.67950533,,0.32049467,positive
不过预算框架内导演的完成度很高，,0.6223916,,0.3776084,positive
能省会挣的导演应该有前途的。,0.60536926,,0.39463074,positive
资金的不到位反倒逼得导演去把握细节，,0.51820566,,0.48179434,positive
这次的导演换成了二流动作片导演里克·罗曼·沃夫，,0.6136493,,0.3863507,positive
导演你能不能别找那么典型的反派脸？,0.44329627,,0.55670373,negative
这个导演上一部片子就是《一锤定音》，,0.58524785,,0.41475215,positive
另外导演个人风格展现的充分，,0.55703393,,0.44296607,positive
看导演履历有Felon。,0.54421203,,0.45578797,positive
编剧和导演真的是十分不必要的职位，,0.50941522,,0.49058478,positive
导演用实力证明，,0.50895196,,0.49104804,positive
金酸莓最差导演这个奖，,0.28790712,,0.71209288,negative
导演不负众望，,0.45194151,,0.54805849,negative
看这个导演我就预感到是这样演的太过了我疯了。,0.55371957,,0.44628043,positive
导演可能是把我们当作老年痴呆了。,0.47169358,,0.52830642,negative
这个导演估计死透了……,0.64541645,,0.35458355,positive
汤姆哈迪：怎么演黑帮导演：收敛点就行😂,0.4628261,,0.5371739,negative
不管导演想表达卡彭对杀死同伴的愧疚、对周围人的戒心、对私生儿子的爱、还是长期在监视下的焦虑在这种毫无前因无铺垫无过渡的表达下都是一片混乱，,0.30725823,,0.69274177,negative
也许导演就是想表达混乱...（摊手）,0.30588191,,0.69411809,negative
看得出导演很用心想把晚年饱受生理疾病和心理困局影响的卡彭的内心挣扎表现出来，,0.46511691,,0.53488309,negative
结果导演偏偏选择了他生命中的最后一年。,0.50520878,,0.49479122,positive
制片人们下次见到乔什·特兰克想要导演的片子知道该怎么办了吧，,0.54588876,,0.45411124,positive
不太明白导演想表达什么。,0.47815315,,0.52184685,negative
导演花了大量时间描写卡彭的幻觉和梦境（这部分可能是导演的猜测，,0.51039811,,0.48960189,positive
新神奇四侠的导演了。,0.54804007,,0.45195993,positive
导演成业界毒瘤了，,0.47964239,,0.52035761,negative
可惜导演功力不够，,0.29400421,,0.70599579,negative
汤老师接片前能查查导演的水平吗,0.48088813,,0.51911187,negative
导演却从头到尾都用一种虚着的手法去切入，,0.50273861,,0.49726139,positive
这个导演也特别扎克施耐德，,0.67763484,,0.32236516,positive
导演真的不行，,0.37985115,,0.62014885,negative
这个导演是什么生物？,0.49527442,,0.50472558,negative
而导演很明显没办法也没去尝试，,0.49320528,,0.50679472,negative
这导演再次证明了金酸梅非他莫属真的很想打一星，,0.27616675,,0.72383325,negative
导演到底知不知道自己在拍啥？,0.50790586,,0.49209414,positive
发现导演的上一部作品是新神奇四侠。,0.55352333,,0.44647667,positive
导演生涯可终结，,0.50315681,,0.49684319,positive
导演，,0.50018046,,0.49981954,positive
导演无心重现一代枭雄，,0.50270227,,0.49729773,positive
导演可能默认观影人提前熟读背诵卡彭的生平。,0.52434124,,0.47565876,positive
确实别再给导演投资了,0.51582815,,0.48417185,positive
导演认为自己的视角很独特，,0.54381903,,0.45618097,positive
导演这一通自怨自艾把成色卖相都很好的特色菜做成刷锅水汤老师卖力的表演也变的不知所云本想在赌王归天的日子重温叱咤风云大佬们的枭雄人生有太多可以让成品不这么差强人意的做法有种暴殄天物的遗憾感,0.39818054,,0.60181946,negative
导演到底想表达什么啊，,0.33536477,,0.66463523,negative
囿于导演功力有限，,0.51830528,,0.48169472,positive
导演明显认为观众对卡彭无所不知。,0.54417225,,0.45582775,positive
我为什么要看一个金酸梅导演拍的汤老师大小便失禁，,0.38231528,,0.61768472,negative
"导演列入黑名单,",0.49767612,,0.50232388,negative
导演可以退圈谢罪了，,0.45831185,,0.54168815,negative
导演简直是业界毒药。,0.45059939,,0.54940061,negative
典型的想太多却没有拍出来…拍摄期间导演也是很需要心理辅导的,0.54465299,,0.45534701,positive
我真的想不明白这么好的题材为什么找新神奇四侠的导演来拍......,0.49017752,,0.50982248,negative
可能是导演觉得黑帮电影太多了，,0.50693861,,0.49306139,positive
导演显然将电影拍得拖沓沉闷无聊！,0.27059299,,0.72940701,negative
可惜剧本烂导演烂，,0.26906998,,0.73093002,negative
所以还蛮能接受导演的这个立意的，,0.65449269,,0.34550731,positive
导演在第99层，,0.50360946,,0.49639054,positive
导演为全体加了降智光环，,0.46165497,,0.53834503,negative
白人导演明显把ScottAdkins和MichaelJaiWhite的戏份拍得好看很多,0.65939836,,0.34060164,positive
好像在导演、编剧心里，,0.50985119,,0.49014881,positive
动作导演似乎并没兴趣把不同风格融合到一起，,0.49304417,,0.50695583,negative
单说导演杰西·约翰逊，,0.64652457,,0.35347543,positive
本片导演和武术指导可以自刎谢罪了。,0.59204844,,0.40795156,positive
可惜编剧和导演双双稀烂，,0.27287815,,0.72712185,negative
我觉得导演也是个智障！,0.46608421,,0.53391579,negative
好想看这几个亚洲动作演员现场暴揍编剧导演啊……,0.64234543,,0.35765457,positive
和导演很搭。,0.51554465,,0.48445535,positive
这导演不行，,0.47449367,,0.52550633,negative
导演的水平自己在家拍孩子打架不挺好么？,0.37875639,,0.62124361,negative
导演和武指都不行，,0.42134998,,0.57865002,negative
难道动作演员就配不上好的剧情和导演吗？,0.33018044,,0.66981956,negative
速度感、快剪辑导演水平不足玩不起就算了，,0.44945182,,0.55054818,negative
客观的说不是烂片但是太平庸东南亚顶级动作片演员托尼贾伊科乌艾斯世界级武术大师阿金斯就给我编出这么个玩意动作片剧情弱一些可以不过动作场面也很弱这就说不过去了陈虎倒是比功夫侠太极侠强了不少两个导演一个就不说了都是烂片另一个卧槽杀神啊！,0.42817974,,0.57182026,negative
选来选去都是些无名小导演拍的烂版，,0.50639099,,0.49360901,positive
我觉得导演和这个团队都太清楚他们的目标观众要什么了。,0.42665451,,0.57334549,negative
好看到以为换了导演，,0.63917501,,0.36082499,positive
感觉导演补习了。,0.47178185,,0.52821815,negative
导演绝对回去看了突袭，,0.50743143,,0.49256857,positive
johnwick系列不愧是当今暴力动作片的翘楚强烈推荐在杜比影厅观看家里播放的蓝光碟完全无法展现出导演精心构建的色调以及质感剧情设定有些瑕疵但冲着银幕里分分钟轮番登场的各色枪支弹药武器的满满诚意各式肉搏打斗绝杀场面的精妙创意以及由于此章节而构建出来的独属于johnwick的universe这个5星实至名归期待第四章,0.68751856,,0.31248144,positive
导演的亲戚吗？,0.49820389,,0.50179611,negative
即使本片导演声称自己是港影日漫与八零成龙时代的铁粉，,0.55103618,,0.44896382,positive
动作导演还不用剪辑弥补这个缺陷，,0.44638282,,0.55361718,negative
好痛好三级部分镜头需要捂住眼睛并没有必要这么长或许导演就是想花式打变着法打不过打到后面感觉演员也累了观众也累了开始至中段的打戏真正凌厉到肉后面就又让我想起了打不动的肥猪肉已经追到第三部文戏就不要再做要求了：）,0.4758604,,0.5241396,negative
结尾也暗示着JW要搞HighTable；感觉导演和基努真的有野心去打造“JW宇宙”，,0.46148822,,0.53851178,negative
更甚的是导演中年危机了？,0.48815159,,0.51184841,negative
这给导演更多空间去设计片中的元素:洲际酒店，,0.67241476,,0.32758524,positive
这一集导演走上了一条“迷影”之路，,0.4642562,,0.5357438,negative
能从画面的犄角旮旯看到导演零碎安插的个人“致敬”彩蛋。,0.52021764,,0.47978236,positive
着力于渲染暴力的感官刺激——接近于昆汀、三池崇史、北野武等导演的暴力美学风格，,0.42900496,,0.57099504,negative
看的电影都不知道导演想表达什么？,0.36295955,,0.63704045,negative
导演想得有点太多了，,0.6446363,,0.3553637,positive
导演已经技穷了，,0.48615544,,0.51384456,negative
导演显然也不想再拍续集了，,0.4471329,,0.5528671,negative
天杀的导演和编剧，,0.49053245,,0.50946755,negative
前作的编剧和导演身份对调，,0.48644739,,0.51355261,negative
原导演盯完剧本让编剧执导，,0.49664148,,0.50335852,negative
本作导演帮忙他弄完明年上映的《巨兽启示录》剧本后专心执导今年这部，,0.58185549,,0.41814451,positive
费德·阿尔瓦雷兹显然作为导演更擅长结构和惊悚类型的拍摄，,0.45322817,,0.54677183,negative
这导演是不打算拍续集啦？,0.47968402,,0.52031598,negative
入室戏有一段长镜头显然是对前作的模仿（全片看完才意识到已经换了导演）。,0.49181253,,0.50818747,negative
这节奏上的正反打算是让导演玩明白了。,0.49562523,,0.50437477,negative
真希望导演拍出个盲人版《万圣节》系列。,0.52783617,,0.47216383,positive
导演换成了之前的编剧，,0.49481642,,0.50518358,negative
导演意识到这才半小时战神就大杀四方，,0.48433489,,0.51566511,negative
导演的基本功如此生涩就不要玩长镜头了，,0.55616591,,0.44383409,positive
希望导演和编剧们能跟上时代吧！,0.59973305,,0.40026695,positive
导演一般……,0.49919264,,0.50080736,negative
心慌方·零导演碰上国产编剧,0.57150057,,0.42849943,positive
编剧和导演也太不走心了，,0.38958512,,0.61041488,negative
再找个好点的导演，,0.50131484,,0.49868516,positive
也许导演这些细节都不注意，,0.48639174,,0.51360826,negative
强烈建议导演们给跳舞镜头打包放送可能口碑更好，,0.6458621,,0.3541379,positive
导演狗屁不懂，,0.37714032,,0.62285968,negative
导演就别来坏IP了，,0.46739926,,0.53260074,negative
而且导演还是高水准发挥，,0.52225971,,0.47774029,positive
机位少到应该拉导演直接祭天，,0.44024048,,0.55975952,negative
导演不懂舞蹈怎么拍全程灯光乱闪麻烦低调点学学这街放下架子请教下舞蹈圈内人另外剧情也很尬浪费了好舞蹈演员,0.3957566,,0.6042434,negative
导演却没有给太多机会的感觉，,0.31510883,,0.68489117,negative
导演对上映没有多大的信心，,0.49858426,,0.50141574,negative
在广州陈家祠旁的影院做首映导演见面会可以说是很走心了。,0.61515847,,0.38484153,positive
甘小二这个导演很难说懂视听语言，,0.56883387,,0.43116613,positive
"是也乎,(￣▽￣)导演真的是有很多想讲述...可惜,除了画质,任何一样都没说顺溜了...可惜...",0.49122941,,0.50877059,negative
导演诉求和主题摊开的面积很大，,0.53535934,,0.46464066,positive
要么导演没做好充分的准备，,0.484836,,0.515164,negative
导演用榫卯来穿线，,0.4830737,,0.5169263,negative
我理解这是文艺片导演一贯的创作思维，,0.5470349,,0.4529651,positive
