content,Positive,Neutral,Negative,Sentiment
在音乐呈现中填充大密度的叙事性默剧表演，,0.50203829,,0.49796171,positive
可以帮助理解剧情和音乐。,0.52919029,,0.47080971,positive
音乐特别出色，,0.59517215,,0.40482785,positive
Florence+TheMachine会抢来做音乐录影带。,0.69180135,,0.30819865,positive
国外宗教恐怖片设计到宗教戏就狂用音乐和大特写怼脸拍，,0.42681623,,0.57318377,negative
音乐怎么这么像信条？,0.4464989,,0.5535011,negative
觉得大部分恐怖都是靠音乐咚咚出来的,0.32391602,,0.67608398,negative
神秘的音乐，,0.49996192,,0.50003808,negative
听音乐，,0.49864575,,0.50135425,negative
听更小众的音乐，,0.49670186,,0.50329814,negative
OMGbrilliant太精致了文学作品一般的对白长达五分钟的黑屏视角奇特的伪一镜到底科幻故事安上社会学哲学窥镜氛围摄影音乐graphicdesign俱佳这么低的分开玩笑吗？,0.43439548,,0.56560452,negative
网易云音乐和QQ音乐18年就已经解禁了，,0.40109743,,0.59890257,negative
很赞舞美和音乐，,0.7285739,,0.2714261,positive
而且看起来感觉大家的音乐素养都很高。,0.61036884,,0.38963116,positive
但是音乐很好听。,0.7308771,,0.2691229,positive
。只有诡异的水琴惊悚音乐一惊一乍在调戏在电影院昏昏欲睡的众人。,0.28233399,,0.71766601,negative
太喜欢这片子的摄影和音乐了。,0.73072282,,0.26927718,positive
改编格林童话《糖果屋》（简直童年噩梦）无论音乐，,0.59156973,,0.40843027,positive
包括拍片风格和音乐风格，,0.59445478,,0.40554522,positive
背景音乐好听。,0.70526523,,0.29473477,positive
配着西部电影音乐的苏联游击队电影。,0.49715763,,0.50284237,negative
那音乐，,0.49851675,,0.50148325,negative
背景音乐倒真的是为了尽可能给观众制造恐惧感而费功夫了。,0.41109706,,0.58890294,negative
这部后面结尾的音乐摄影加上设定，,0.4750284,,0.5249716,negative
气氛设计和音乐很搭，,0.6679979,,0.3320021,positive
画面和音乐不错。,0.73038929,,0.26961071,positive
画面和音乐真好。,0.73059667,,0.26940333,positive
出色的音乐，,0.50084277,,0.49915723,positive
音乐立意剧情都是极佳！,0.65229669,,0.34770331,positive
最后一幕过去与现实交叠加上音乐buff感动到了,0.53861944,,0.46138056,positive
@FIRST青海大剧院音乐厅,0.68095409,,0.31904591,positive
喜欢半夜偷偷坐在楼梯陪爷爷听音乐那段。,0.67883271,,0.32116729,positive
恐怖氛围和节奏结合了日本恐怖片和美国恐怖片的优点几个特写镜头也让人毛骨悚然对那个年代的黑人音乐文化也有不错的解释输出但演员的表现和场景的选择特别是最后结尾并没有优秀恐怖片的宿命感和立体感反而让人感觉有些尴尬不适,0.36823256,,0.63176744,negative
MTV在80年代的初期崛起以及流行音乐、女性电视网编织发髻等诸多复古亚文化背景的溯源设置（甚至是重召了QueenVanessa还是当红歌手的美好记忆）对于一部恐怖片显得讨巧有趣，,0.63856179,,0.36143821,positive
一些音乐梗反而挺无趣的，,0.45037243,,0.54962757,negative
导演把这种假发接发的文化很恰当地与黑人的影视音乐文化融合，,0.4413173,,0.5586827,negative
整部电影完全复制八九十年代的音乐服装妆容审美！,0.53826515,,0.46173485,positive
融合复古与摩登的音乐和时尚元素让这类阴森的主题莫名的炫目和鲜活起来，,0.50231624,,0.49768376,positive
喜欢newjackswing的可以欣赏一下里边的音乐。,0.72239813,,0.27760187,positive
音乐和配色。,0.53105252,,0.46894748,positive
音乐处理不到位而已。,0.3367962,,0.6632038,negative
退场了…这一星给摄影和音乐。,0.34040461,,0.65959539,negative
音乐配合完美，,0.72042595,,0.27957405,positive
电影中塞满了各种音乐、舞蹈镜头也是很为了讨巧的做法，,0.5399391,,0.4600609,positive
大声响的音乐和舞蹈疯狂的占据着观众的视听，,0.38143976,,0.61856024,negative
"熊熊们开着反战van,放着嬉皮音乐打扮成嬉皮士,一路向北奔向心中的utopia,这个设定很酷了。",0.62510753,,0.37489247,positive
迷幻的电子音乐，,0.4921322,,0.5078678,negative
电子音乐很棒，,0.73089007,,0.26910993,positive
音乐铺的比较满。,0.63715672,,0.36284328,positive
还有第三部那段配合音乐和镜头的群舞！,0.65602548,,0.34397452,positive
迷幻的色彩伴随着迷幻的音乐，,0.51768461,,0.48231539,positive
就是只搞画面和音乐双飞，,0.51529151,,0.48470849,positive
音乐>>视觉>>>>>剧本。,0.49907372,,0.50092628,negative
电子合成音乐，,0.46449269,,0.53550731,negative
霓虹复古音乐MV，,0.58421973,,0.41578027,positive
画面和音乐的组合名副其实的瑰丽，,0.61554854,,0.38445146,positive
但这样的题材这样的画风这样的音乐怎能不爱可能实际效果与预期有些许的差距但这样的概念着实对我胃口这就是短片的魅力在一个有限的篇幅内自由放飞作者的想象加入各种概念性的元素来充满这个主题这个时候故事已经不是最重要的体验才是。,0.4988491,,0.5011509,negative
好在导演的审美和音乐音效帮助，,0.7161937,,0.2838063,positive
做那么繁琐的设计特效为所谓大片“炫目”，,0.43632626,,0.56367374,negative
砍瓜切菜特效有些假，,0.299787,,0.700213,negative
看多了炫技的新科技特效片，,0.52408203,,0.47591797,positive
吹上天的特效，,0.41264236,,0.58735764,negative
即便阿丽塔那动漫感十足的大眼睛反复提醒你这是个特效角色，,0.54301029,,0.45698971,positive
从特效上说，,0.49473106,,0.50526894,negative
看特效，,0.49766092,,0.50233908,negative
这两年这类卖特效的好莱坞烂片都是这个套路。,0.52658771,,0.47341229,positive
这样的剧情根本配不上这样的特效水准，,0.32052544,,0.67947456,negative
这片除了特效没有可以看的价值了。,0.43424627,,0.56575373,negative
！視覺特效就更不用說了，,0.55801781,,0.44198219,positive
特效华丽又真实！,0.73003024,,0.26996976,positive
不得不佩服CGI和特效创造的主人公，,0.68618107,,0.31381893,positive
绝对是当前最强特效。,0.60332391,,0.39667609,positive
两颗星送给打斗场面和特效。,0.57921068,,0.42078932,positive
第一支预告片后制作团队第一件事把女主双眼再放大大眼－1星按照解剖学这么大的眼睛只能说女主原来没脑子啊难怪只有她幸存了一开始还很期待的剧情也和原著差别很大再－1星留给特效一点面子不打一星,0.4197337,,0.5802663,negative
特效还是不错的。,0.73089114,,0.26910886,positive
这片哪怕特效也起码值3星，,0.37477062,,0.62522938,negative
也就特效能看看，,0.44888193,,0.55111807,negative
特效很棒画面不错世界观立得还行但讲故事这一点真的烂的无话可说,0.52779727,,0.47220273,positive
如果是冲着卡梅隆的特效去的，,0.48674375,,0.51325625,negative
看的如坐针毡一边想睡觉一边想电影什么时候完啊开挂女主一路打怪顺便谈恋爱的故事还插入了运动政治自由阶级等诸多没说明白的大坑各种无脑圣母情结为了秀特效的桥段导演想说的太多哪个都没说透故事线没起伏人物塑造没深意说洗白就洗白便当领的没成本反派死于话多倒是青少年叛逆很明晰世界观那么大要拍续集的架势冲着诺叔最后一个镜头我却一点也不期待真的是浪费时间,0.52927423,,0.47072577,positive
特效华丽且精致，,0.71844528,,0.28155472,positive
不过如此震人心的特效，,0.55256755,,0.44743245,positive
特效强大的视觉盛宴。,0.67983758,,0.32016242,positive
动作场面特效什么的是很华丽很爽了，,0.71248975,,0.28751025,positive
本片的特效不是服务于电影，,0.46784361,,0.53215639,negative
电影只是为了演示特效。,0.51192498,,0.48807502,positive
那就看特效，,0.50074078,,0.49925922,positive
特效和动作设计是可以的，,0.68098713,,0.31901287,positive
一开始你被那些无可挑剔的特效吸引了，,0.51265413,,0.48734587,positive
令人印象深刻的不是故事也不是特效制作，,0.50241578,,0.49758422,positive
真人面部表情的特效应该是目前顶尖了，,0.51906079,,0.48093921,positive
特效和打斗场面有多赞，,0.71908299,,0.28091701,positive
场面设计和特效细节的表现无疑是顶尖水准，,0.61619422,,0.38380578,positive
特效4.5星，,0.51392249,,0.48607751,positive
只能看看特效了。,0.48994062,,0.51005938,negative
哈这居然是pg13...需要啥storyline啊光是打比赛的特效就五颗星何况是有故事线的想当waltz女儿（。,0.49010925,,0.50989075,negative
给特效加一星。,0.33441515,,0.66558485,negative
呈现出一部特效震撼、画面细腻、剧情宏大的作品，,0.67654937,,0.32345063,positive
当特效片看吧，,0.44741359,,0.55258641,negative
特别期特效部分的幕后揭秘！,0.5735946,,0.4264054,positive
突然明白为啥卡神花痴一般的求灭霸出演自己的电影；6、特效真是每一毛钱都花在了刀刃上，,0.45543214,,0.54456786,negative
特效真棒，,0.7302715,,0.2697285,positive
特效真是爽，,0.67413909,,0.32586091,positive
特效还行，,0.60295703,,0.39704297,positive
这是特效技术和人文关怀的双重胜利，,0.59983895,,0.40016105,positive
有点白瞎了那么好的特效。,0.4511109,,0.5488891,negative
好在有特效和几场追逐戏撑着。,0.62231987,,0.37768013,positive
特效是WOW级别的精彩，,0.610245,,0.389755,positive
于是整体自行收窄为一部特效动作片，,0.68573318,,0.31426682,positive
有很赞的真人特效动作世界和世界观，,0.71921213,,0.28078787,positive
细节及特效极细腻！,0.72602184,,0.27397816,positive
未见的特效和动作！,0.51289381,,0.48710619,positive
去的戛然而止；即便是jumpandscare吓人特效和音效而言，,0.47570147,,0.52429853,negative
特效可以的，,0.72753737,,0.27246263,positive
4.技术和特效更好了，,0.53837278,,0.46162722,positive
特效也看着养眼而那个“兵兵”造型最可爱，,0.66446414,,0.33553586,positive
过去我们对这样爆米花的電影感觉就是打斗和特效，,0.57038437,,0.42961563,positive
既没有在特效上玩出花儿，,0.49026656,,0.50973344,negative
特效陈旧敷衍，,0.2689577,,0.7310423,negative
"特效方面并没有非常震撼,应该是特色怪物们也没有特别有特色的。",0.69054769,,0.30945231,positive
特效五毛，,0.48540063,,0.51459937,negative
我总结下电影①:二流的特效（然而就这种二流特效展现的效果也寥寥无几）②:三流的剧情（或者说是最不入流的剧情，,0.4478603,,0.5521397,negative
总分:4分评语:一部让人焦躁不安如坐针毡的老套的不能再老套的二流特效科幻电影（我TM的还追的凌晨首映还是TM的IMAX）,0.32230288,,0.67769712,negative
结果这部特效是好了，,0.46105642,,0.53894358,negative
这个片子的特效和场面寒酸到不值一提，,0.44761354,,0.55238646,negative
这可能是2019年特效最糟糕的好莱坞大片儿了吧……,0.39143404,,0.60856596,negative
及其尬的特效，,0.30605586,,0.69394414,negative
新版的《黑衣人》特效上趋于无懈，,0.51147862,,0.48852138,positive
就连特效场面都好一般。,0.47969082,,0.52030918,negative
我没有想到的是特效做得这么烂还我两块五！,0.29513994,,0.70486006,negative
特效创意垃圾，,0.27548894,,0.72451106,negative
"特效也养眼,阿拉伯混血反派出场,梳着小脏鞭,够狠,挺酷.果然在好莱坞,政治正确很重要,女性领导主要剧情.上下级情同父子,有悬疑,最后反转,关键情节就不剧透了.笑点挺多,好评!!!!",0.64839412,,0.35160588,positive
升级的只有特效，,0.6726115,,0.3273885,positive
特效还行，,0.60295703,,0.39704297,positive
特效还好,0.57012238,,0.42987762,positive
但特效场面还是在水准之上，,0.45375226,,0.54624774,negative
只能为特效打分了，,0.52888054,,0.47111946,positive
最后他的邦德选择死于一种无特效药可治，,0.35431617,,0.64568383,negative
打斗和特效场面都是太简单了，,0.54859792,,0.45140208,positive
1、特效和美术来得相当炫酷！,0.58524572,,0.41475428,positive
在特效糊弄，,0.2863766,,0.7136234,negative
特效甚至不如国内某些手游。,0.31662596,,0.68337404,negative
且有特效加持的「虚」，,0.51179551,,0.48820449,positive
打斗和特效挺亮眼的，,0.70646979,,0.29353021,positive
特效都达成我的娱乐需求，,0.50680124,,0.49319876,positive
功夫不行特效来填，,0.39685747,,0.60314253,negative
这粗制滥造的特效，,0.32683325,,0.67316675,negative
特效还可以，,0.72362153,,0.27637847,positive
特效已经到位了，,0.70089252,,0.29910748,positive
特效也到位，,0.57966201,,0.42033799,positive
虽然有极好的服装设计和特效镜头，,0.68833944,,0.31166056,positive
很喜欢这个冰人的特效，,0.72730454,,0.27269546,positive
这片子竟然出奇的不错开始以为是5毛钱特效烂片。,0.4176613,,0.5823387,negative
中规中矩的好莱坞特效爆米花电影，,0.7000066,,0.2999934,positive
3.5特效好，,0.60149052,,0.39850948,positive
以为是爆米花特效片，,0.38752717,,0.61247283,negative
如果特效团队交给迪士尼，,0.55918337,,0.44081663,positive
特效和动作场面都合格。,0.61028114,,0.38971886,positive
特效还可以。,0.72890912,,0.27109088,positive
分数全部给怪物形象设计和特效。,0.57339277,,0.42660723,positive
设定特效都好，,0.73055863,,0.26944137,positive
特效还不错🤪女孩也不错,0.73077361,,0.26922639,positive
尽管拿了特效提名，,0.53038954,,0.46961046,positive
依旧不能算是一部以特效取胜的片子。,0.64506817,,0.35493183,positive
特效还可以,0.69395252,,0.30604748,positive
特效相当OK剧情不错不会打盹有时间的话可以看一下……,0.66371875,,0.33628125,positive
也能推进剧情…呵呵…特效台词画面都只能算中规中矩。,0.58196095,,0.41803905,positive
特效做得不错，,0.73103756,,0.26896244,positive
...这片子只能说变异兽特效做的还不错，,0.63644552,,0.36355448,positive
故事都讲不好特效做的再好有啥用......,0.37550173,,0.62449827,negative
特效也不错。,0.73103727,,0.26896273,positive
各种怪物的特效设计也蛮好玩的，,0.71214818,,0.28785182,positive
冒险版的林中小屋赶脚视觉特效跟开头不错剧情一般,0.50679365,,0.49320635,positive
成本有限特效方面也挺寒酸，,0.44016602,,0.55983398,negative
这南极的CG特效做得也太假了...,0.31718104,,0.68281896,negative
特效堆砌出高潮，,0.49370799,,0.50629201,negative
全片无尿点剧情特效打斗都非常完美。,0.70984206,,0.29015794,positive
即使每一帧画面都是特效，,0.51768991,,0.48231009,positive
ps特效与配乐值得奥斯卡的肯定。,0.71931058,,0.28068942,positive
特效光影在进步着，,0.63376836,,0.36623164,positive
说特效大片看腻了想看有剧情的，,0.51056202,,0.48943798,positive
我说特效不好，,0.27435337,,0.72564663,negative
DC梗超多~没必要用特效大片的要求去看待本片，,0.64195719,,0.35804281,positive
上次看那么无聊的特效大片，,0.2979276,,0.7020724,negative
特效战斗一般，,0.325877,,0.674123,negative
"故事性:4分音乐:3.5分类型片:3.5分剪辑:4分特效:3.5分寓意:4分演员:4分节奏:3.5分笑果:3.5分爽度:3.5分DC系列:3.5分yes,thisisDC",0.60541476,,0.39458524,positive
dc已经转向开发少儿粉丝了比起《海王》的宏大壮阔不太知道本片1亿美金的特效是不是都捐到希望小学了整体定位极为尴尬除了预告片的笑点以外连故事和基本框架都松松垮垮的为逗比而生然而对主角的包装对观众来说都不讨喜面对漫威气势汹汹越发知道温子仁是个奇才,0.53518042,,0.46481958,positive
连特效都做成了游戏感的；小朋友们只须看到高贵和善良的力量终将击败丑恶和黑暗就足够了。,0.39613705,,0.60386295,negative
或者上世纪九十年代那种特效很一般的极度粗糙的B级屌丝神棍片儿了，,0.3267073,,0.6732927,negative
拍恐怖片的雷沃纳尔把恶魔附身的特效直接拿来用了，,0.38375371,,0.61624629,negative
特效仅仅普通水准，,0.5605848,,0.4394152,positive
《大红狗克里弗》里小朋友们的表演与视觉特效比同样在今天观影的《皮皮鲁与鲁西西之罐头小人》更胜一筹。,0.52860777,,0.47139223,positive
2.5⭐特效其实挺烂的，,0.36233545,,0.63766455,negative
和特效一样人工感十足,0.60392673,,0.39607327,positive
在并不逼真的特效和各种套路设定中，,0.37398451,,0.62601549,negative
倒不是因为特效，,0.44182335,,0.55817665,negative
特效做得有点省钱，,0.69169097,,0.30830903,positive
从特效到场景都透着一股廉价的气息，,0.64233184,,0.35766816,positive
尽管狗狗特效很假，,0.4782519,,0.5217481,negative
特效和画面还行。,0.49151373,,0.50848627,negative
一星给特效，,0.27149711,,0.72850289,negative
美工、特效及科幻细节也给人以强烈的真实和硬核感。,0.61573181,,0.38426819,positive
不过太空特效镜头是真的棒，,0.69427425,,0.30572575,positive
然而在尼尔马歇尔把持下认真用心地让人恶心的特效化妆，,0.33526459,,0.66473541,negative
"拉丁裔女孩美得好有个性,尤其是翘翘的上嘴唇....新生儿形态的Hellboy萌萌大,我仔细看了,特效人员偷懒了,没有小鸡鸡.最后出场的几只巨型怪物,很亮眼,但出场时间太少了,不过瘾.",0.66897987,,0.33102013,positive
有趣的设定爆炸的特效别问就是砍差一星不够混乱,0.27829814,,0.72170186,negative
投资太少特效就不提了，,0.38476465,,0.61523535,negative
特效很棒，,0.73102894,,0.26897106,positive
特效，,0.49893757,,0.50106243,negative
但在特效、场景布置、服化道等制作方面还是有一定水准的。,0.57559471,,0.42440529,positive
但特效做的太差劲了，,0.26904958,,0.73095042,negative
特效还行。,0.52608457,,0.47391543,positive
特效透露着省钱，,0.54700404,,0.45299596,positive
有做特效的钱用心打磨个剧本岂不美哉,0.54631038,,0.45368962,positive
地狱男爵被搞成五毛特效低级b级片，,0.27847809,,0.72152191,negative
千篇一律的特效，,0.49592952,,0.50407048,negative
3/5同样玩特效飙血压讲笑话，,0.39055978,,0.60944022,negative
特效质量也足够。,0.55584713,,0.44415287,positive
无一不土；2.进入古墓的特效，,0.44386443,,0.55613557,negative
墓区奇观被拍成了电视节目片头特效，,0.49658322,,0.50341678,negative
外加下墓穴那段让人无语的特效。,0.37790044,,0.62209956,negative
墓中特效好看,0.7270857,,0.2729143,positive
墓室壁画特效部分明显借鉴了游戏《farcry》;片尾的摇滚版《沧海一声笑》有味道。,0.52203595,,0.47796405,positive
特效完全OK，,0.52738074,,0.47261926,positive
青云山特效全景很美，,0.72965673,,0.27034327,positive
特效做的还可以，,0.72226853,,0.27773147,positive
很喜欢这个特效唉，,0.72789557,,0.27210443,positive
特效也不行,0.26950931,,0.73049069,negative
特效好吓人，,0.26949857,,0.73050143,negative
特效，,0.49893757,,0.50106243,negative
特效给力，,0.72624507,,0.27375493,positive
特效辣眼睛。,0.50161767,,0.49838233,positive
特效其实还可以，,0.71029279,,0.28970721,positive
特效和闹着玩儿似的，,0.4398054,,0.5601946,negative
服道化剧情特效真的让人一脸懵逼，,0.31411546,,0.68588454,negative
特效、搞笑段子、场景，,0.58073235,,0.41926765,positive
倒是特效花功夫了，,0.54582011,,0.45417989,positive
明显是有钱了可以搞点生物特效了，,0.52041843,,0.47958157,positive
所以特效费了老大劲儿，,0.50815069,,0.49184931,positive
分数给美术和特效。,0.60787825,,0.39212175,positive
什么特效啊合理性啊剧情逻辑啊都他妈见鬼去吧，,0.34546443,,0.65453557,negative
特效进步了，,0.63648263,,0.36351737,positive
我的天!有生之年结果等到大学毕业才看到一般这种预告发出来等了好几年上映的片子多半是个辣鸡果不其然这部续集是真的不如前作当然特效进步了毕竟制作的经费不多能整出这样A级巨制的特效属实很强了但是剧情上面就太没有诚意了吧！,0.35593134,,0.64406866,negative
没有第一部的经验看第一部的时候总是能让人get到笑点而这部除了特效其他无感最后我只想说苏维埃牛逼,0.46569343,,0.53430657,negative
从特效场面和动作戏来看是个网大水准，,0.5549309,,0.4450691,positive
"这是一部用3毛烂俗剧情4毛配乐5毛布景6毛特效串烧起来的狂野恶意KUSO吐槽大杂烩…但其吐槽精彩程度,尤其是无节操黑苹果和乔帮主的段落足可载入史册！",0.38825171,,0.61174829,negative
特效比流浪地球差点,0.56895435,,0.43104565,positive
恶心俗套的特效妆化和垃圾剧情。,0.27393456,,0.72606544,negative
特效做的不错，,0.73099826,,0.26900174,positive
特效不错。,0.73104415,,0.26895585,positive
特效是有进步，,0.5887712,,0.4112288,positive
特效水平大概和流浪地球一个水平。,0.44136502,,0.55863498,negative
三颗星只给最后的自由落体特效,0.3848432,,0.6151568,negative
不仅特效粗糙，,0.26999593,,0.73000407,negative
个别几个特效让我一度怀疑这是个电视剧……,0.30767493,,0.69232507,negative
动作特效基本也是美队水准呀，,0.52708562,,0.47291438,positive
漫威的特效组剧情组导演组全都经费欠缺,0.48211656,,0.51788344,negative
就连打斗和特效也让人看了很无趣。,0.36525074,,0.63474926,negative
特效做的依旧很牛。,0.5849515,,0.4150485,positive
除了特效好ip多一无是处，,0.30952704,,0.69047296,negative
大概唯一好的就是特效了。,0.58948273,,0.41051727,positive
特效和故事结构都比想象中的好太多了演技倒是一般，,0.57507489,,0.42492511,positive
绝对可以算上经典之作非常独特的剧情lbj的演技完全在线特效太棒了！,0.70081123,,0.29918877,positive
只能说特效是很好，,0.50749235,,0.49250765,positive
你说好看吧特效那么棒动画化的人物也做得栩栩如生华纳兄弟还几乎allin了自己的所有王牌角色出来做彩蛋DC啊阿宝翠儿啊罗拉兔啊等等等等还有那么多篮球巨星成本足够诚意；但！,0.55180491,,0.44819509,positive
特效变好了，,0.52511319,,0.47488681,positive
特效做的真好看！,0.73096329,,0.26903671,positive
特效还行，,0.60295703,,0.39704297,positive
果断逃离电影院....除了特效真的一无是处；只剩下特效堆砌，,0.29288251,,0.70711749,negative
特效的提升并不能给新版加分了。,0.47724149,,0.52275851,negative
特效更花哨，,0.50015808,,0.49984192,positive
而当兔八哥这些熟悉的童年形象被3D化后再搭配上各种炫目特效也非常贴合游戏迷口味，,0.58789415,,0.41210585,positive
这概率估计不会很大；4、电脑特效出戏。,0.4993694,,0.5006306,negative
后面战争场面的特效也是显得很粗糙，,0.33428158,,0.66571842,negative
虽然制作时间紧但特效超级震撼。,0.5550617,,0.4449383,positive
特效塑料感极强，,0.46885431,,0.53114569,negative
画面和特效真的惊得我无以复加，,0.38795935,,0.61204065,negative
从特效，,0.49282563,,0.50717437,negative
好在后面强大的战争画面和特效立住了抒情的前提。,0.56759606,,0.43240394,positive
开头特效直接看傻眼剧情碎得我直接懵逼结尾看完到泪点三个小时哭不出来吴京是中国人的大男主吗？,0.2971688,,0.7028312,negative
战场身临其境的特效超级棒，,0.71108497,,0.28891503,positive
特效低廉，,0.51865216,,0.48134784,positive
最低劣的特效，,0.28731224,,0.71268776,negative
特效和爆炸除了开头的舰炮齐射外真的称不上大制作，,0.45807235,,0.54192765,negative
导致人物性格没立足；结尾处理太差；特效一般，,0.27362155,,0.72637845,negative
结果开头的特效假的直接让人出戏。,0.36535367,,0.63464633,negative
特效做上去时间不够长，,0.41052746,,0.58947254,negative
音效和特效都特别的棒，,0.7300182,,0.2699818,positive
但顶多在特效上算是高配版《金刚川》。,0.5805893,,0.4194107,positive
特效是几毛钱，,0.42419339,,0.57580661,negative
特效也太尬了，,0.32915855,,0.67084145,negative
看特效的就别追求剧情，,0.47195642,,0.52804358,negative
看剧情的就别追求特效。,0.50655499,,0.49344501,positive
电脑特效真的太出戏了，,0.64045115,,0.35954885,positive
特效稍微差点意思，,0.62982666,,0.37017334,positive
特效没那么完美，,0.67317629,,0.32682371,positive
特效设计的血腥核突度尚可。,0.48488281,,0.51511719,negative
除了特效妆的部分以及林·沙烨奶奶的表演，,0.45823469,,0.54176531,negative
但场面、特效、娱乐性上都有所升级，,0.66663223,,0.33336777,positive
这些上世纪美漫早已玩烂的老梗还拿来当作影片特效炫技的前提。,0.3810301,,0.6189699,negative
特效很不错，,0.73105515,,0.26894485,positive
6.魔法特效再上一层楼。,0.51349096,,0.48650904,positive
有这么两段特效处理气势磅礴，,0.55528599,,0.44471401,positive
特效尚可一看，,0.52337392,,0.47662608,positive
水中的特效镜头令人惊艳。,0.53755785,,0.46244215,positive
特效做得真的太好看了，,0.73093446,,0.26906554,positive
showyourself更不行（那里特效很好，,0.66404017,,0.33595983,positive
想看特效分啊，,0.51288389,,0.48711611,positive
怪兽的特效较差，,0.26906549,,0.73093451,negative
本片配乐和特效简直了(特别是配乐，,0.5392421,,0.4607579,positive
把特效做到这个级别，,0.47708705,,0.52291295,negative
特效场面很大，,0.64216683,,0.35783317,positive
让一群特效巨兽在那里打个昏天暗地，,0.41852581,,0.58147419,negative
大量的特效怪兽打斗不断冲击着观众的视觉神经，,0.36915588,,0.63084412,negative
怪兽特效量很大，,0.35749351,,0.64250649,negative
以及将基多拉莫斯拉用工业特效做出来了，,0.47986924,,0.52013076,negative
又是一部浪費特效的大片...劇情超中二，,0.5955599,,0.4044401,positive
特效满分。,0.56908353,,0.43091647,positive
一刷特效加分，,0.46599384,,0.53400616,negative
不论打斗还是特效还不如第一部，,0.41612059,,0.58387941,negative
特效看得眼睛疼，,0.37642707,,0.62357293,negative
特效很不错，,0.73105515,,0.26894485,positive
特效愈发惊艳，,0.67347845,,0.32652155,positive
全靠特效与场面堆加，,0.43509544,,0.56490456,negative
努力争取把特效看完。,0.66766265,,0.33233735,positive
特效带感，,0.50953751,,0.49046249,positive
没完没了的特效，,0.31361075,,0.68638925,negative
就为了看没有技巧没有视觉美感的纯特效？,0.41408832,,0.58591168,negative
特效炸裂，,0.32128406,,0.67871594,negative
特效并未得到预期中的升级，,0.57392316,,0.42607684,positive
除了工业光魔的特效不错外，,0.64004385,,0.35995615,positive
也在热闹追逐与特效的铺垫下蔓延主题，,0.49424364,,0.50575636,negative
特效可以噢好可爱,0.7310495,,0.2689505,positive
特效还不错...:),0.72935946,,0.27064054,positive
虽然特效成果看着有点假，,0.31598108,,0.68401892,negative
索尼克特效形象重做加分不少，,0.50393921,,0.49606079,positive
老做这么弱智剧情掺和CG特效有没有意思啊，,0.33282345,,0.66717655,negative
浪费了特效、索尼克和金凯瑞,0.52540175,,0.47459825,positive
别跟我提特效，,0.34640829,,0.65359171,negative
能撑起一部电影的内涵最重要的绝不是特效，,0.55106588,,0.44893412,positive
画面特效也就一般吧……,0.35377253,,0.64622747,negative
特效，,0.49893757,,0.50106243,negative
在视觉特效、美术设计、动作指导等方面都有较高的完成度。,0.6700246,,0.3299754,positive
美工和特效可以，,0.72636222,,0.27363778,positive
国漫迄今为止最大的进步远不仅仅是精细的画面和炸裂的特效这些技术层面的东西，,0.47606588,,0.52393412,negative
情绪跟不上特效。,0.48709829,,0.51290171,negative
反专制特效打击感强烈流畅光影效果中国韵律十足思想上走传统儒家思辩区别于迪士尼梦工厂等传统欧美大厂没有走抖机灵小故事的商业模板而是选择另辟蹊径的成人哲学思考不插科打诨烧钱烧出实实在在的画面最后预告片的水墨风预告片真的国漫，,0.55946496,,0.44053504,positive
特效也不牛，,0.34759482,,0.65240518,negative
尤其不理解为什么要夸特效？,0.30885128,,0.69114872,negative
中国团队做出这样的特效真的不错了！,0.6961959,,0.3038041,positive
特效场景多了，,0.60948543,,0.39051457,positive
特效也做得不错。,0.73086415,,0.26913585,positive
连几十年前用五毛特效搭建出来的氛围都比不上。,0.3147607,,0.6852393,negative
特效也不错，,0.73088456,,0.26911544,positive
而且还是低特效版，,0.43022193,,0.56977807,negative
现在的电视剧无论服化道还是动作、特效、画质、调色都比它精良太多了。,0.4826564,,0.5173436,negative
就是特效太不走心了其他配角太丑了。,0.28175147,,0.71824853,negative
特效也行，,0.49591249,,0.50408751,negative
虽然奇情＋特效＋IP招牌足够有效能赚回分账票房，,0.63385529,,0.36614471,positive
五毛特效也很感人😂,0.49525155,,0.50474845,negative
删掉西毒意念驭蛇的白痴特效，,0.2745521,,0.7254479,negative
特效五毛到震惊……,0.27015312,,0.72984688,negative
从剧作到特效，,0.48760429,,0.51239571,negative
快手配乐和抖音特效不做评价，,0.68059427,,0.31940573,positive
特效太差了，,0.26895233,,0.73104767,negative
可惜特效比较露怯，,0.33851176,,0.66148824,negative
外星人特效也不太行，,0.43506512,,0.56493488,negative
除了花里胡哨的特效外，,0.50062593,,0.49937407,positive
后半段的大决战在特效上也是乏善可陈，,0.37269638,,0.62730362,negative
特效也没多炸裂。,0.34063823,,0.65936177,negative
尽管特效捉襟见肘。,0.53573212,,0.46426788,positive
特效廉价，,0.6645101,,0.3354899,positive
可惜这特效了，,0.29350229,,0.70649771,negative
怪物特效还很五毛，,0.41705421,,0.58294579,negative
廉价的化妆与特效，,0.57451725,,0.42548275,positive
特效做到这个份上也是可以的，,0.68046538,,0.31953462,positive
五毛特效,0.40362252,,0.59637748,negative
无论是叙事还是特效都比较一般，,0.41642379,,0.58357621,negative
特效质感也太差，,0.26895319,,0.73104681,negative
弱情节强特效，,0.45961566,,0.54038434,negative
特效多少有点令人尴尬。,0.54214219,,0.45785781,positive
